"PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"ILMN_1689817",-0.597464366876457,9.12869052370103,-10.0598558585255,1.98488637937714e-19,4.09892038780545e-18,33.3664553680504,"LCOR","ligand dependent nuclear receptor corepressor"
"ILMN_2059689",-0.953755434944616,10.6596895550309,-10.0585556038327,2.00219341042776e-19,4.13285580004927e-18,33.3578624298013,"TMEM54","transmembrane protein 54"
"ILMN_1781281",0.380223996994227,7.01868951118041,10.058417697311,2.00403780370903e-19,4.13485810372599e-18,33.3569510730545,"B9D1","B9 domain containing 1"
"ILMN_1745005",0.705413484012206,9.27508007969072,10.0576156423497,2.01479824581978e-19,4.15524679654677e-18,33.3516507611502,"GGCT","gamma-glutamylcyclotransferase"
"ILMN_3201643",-0.88468288438872,9.09780978627835,-10.0569380367112,2.0239338775998e-19,4.17226822457256e-18,33.3471729644465,NA,NA
"ILMN_1707804",-0.671427533587293,8.07797845501031,-10.0558458039146,2.03874649771376e-19,4.20097263080104e-18,33.3399553997537,"SULT1A3","sulfotransferase family 1A member 3"
"ILMN_1707804",-0.671427533587293,8.07797845501031,-10.0558458039146,2.03874649771376e-19,4.20097263080104e-18,33.3399553997537,"SULT1A4","sulfotransferase family 1A member 4"
"ILMN_1707804",-0.671427533587293,8.07797845501031,-10.0558458039146,2.03874649771376e-19,4.20097263080104e-18,33.3399553997537,"SLX1A-SULT1A3","SLX1A-SULT1A3 readthrough (NMD candidate)"
"ILMN_1707804",-0.671427533587293,8.07797845501031,-10.0558458039146,2.03874649771376e-19,4.20097263080104e-18,33.3399553997537,"SLX1B-SULT1A4","SLX1B-SULT1A4 readthrough (NMD candidate)"
"ILMN_1663383",0.275061959424907,7.06719095439691,10.0548037144717,2.05297968232874e-19,4.22761206094059e-18,33.3330694139046,"GEMIN5","gem nuclear organelle associated protein 5"
"ILMN_2331266",-0.354104032014204,10.5675622738763,-10.0547684795697,2.05346265679436e-19,4.22761206094059e-18,33.3328365903283,"NUMB","NUMB endocytic adaptor protein"
"ILMN_2406106",-0.454506795446217,7.21388546558247,-10.0543476625749,2.05923966141927e-19,4.23766073057081e-18,33.3300559546395,"CACNB2","calcium voltage-gated channel auxiliary subunit beta 2"
"ILMN_3251550",0.673124652837608,7.59032221147423,10.051453533334,2.09941116439744e-19,4.31844949823205e-18,33.3109333763943,"PHLDA1","pleckstrin homology like domain family A member 1"
"ILMN_1652540",0.38828904639327,6.93568973588144,10.0511621056607,2.10349926499341e-19,4.32497740180601e-18,33.309007901422,"RELL2","RELT like 2"
"ILMN_2116714",0.407601032920526,9.61625456896392,10.0448365526039,2.1942122732196e-19,4.50921928487654e-18,33.2672189946144,"SLC39A1","solute carrier family 39 member 1"
"ILMN_2306955",0.398716546208902,7.50615709827835,10.0447817926702,2.19501433575509e-19,4.50921928487654e-18,33.2668572663911,"PXYLP1","2-phosphoxylose phosphatase 1"
"ILMN_1803647",-0.902043919459212,9.47033294741237,-10.0410577657376,2.25025019052127e-19,4.62068308770087e-18,33.2422588708904,"FAM162A","family with sequence similarity 162 member A"
"ILMN_3280019",0.425271628894446,12.7315592333505,10.0341348451686,2.35663608336372e-19,4.83703647492493e-18,33.1965383335824,"RPL12","ribosomal protein L12"
"ILMN_3200921",0.470823744982127,10.2941944613711,10.0330161512218,2.3742910975417e-19,4.87115947951179e-18,33.1891511514457,"SMS","spermine synthase"
"ILMN_1728478",0.710637924974138,9.58834898741237,10.0323791226382,2.38440333546245e-19,4.88978463720811e-18,33.1849447130252,"CXCL16","C-X-C motif chemokine ligand 16"
"ILMN_3198247",0.546082067845706,10.7830871769794,10.0313471971111,2.40087525750047e-19,4.92143003585597e-18,33.1781308617044,"RPSA2","ribosomal protein SA 2"
"ILMN_3198247",0.546082067845706,10.7830871769794,10.0313471971111,2.40087525750047e-19,4.92143003585597e-18,33.1781308617044,"RPSAP9","ribosomal protein SA pseudogene 9"
"ILMN_2162989",0.404893011049948,9.14063704184021,10.0308342607869,2.40910500956669e-19,4.93616013441978e-18,33.1747440014925,"PEDS1","plasmanylethanolamine desaturase 1"
"ILMN_1758811",-0.711490321793658,9.35636017903608,-10.0304271829667,2.415656309528e-19,4.94743988209523e-18,33.17205615158,"IMPA1","inositol monophosphatase 1"
"ILMN_1692674",0.987389174984578,7.03077020418557,10.0302903114109,2.41786303137587e-19,4.94981570362619e-18,33.1711524249364,"NKD1","NKD inhibitor of Wnt signaling pathway 1"
"ILMN_2409220",0.850620623968136,8.27957549736598,10.0299423575307,2.4234819837043e-19,4.9591719173248e-18,33.1688549950009,"HMMR","hyaluronan mediated motility receptor"
"ILMN_2115005",-0.706227852187594,8.71391681186598,-10.0229217474976,2.53967324868145e-19,5.19468632915855e-18,33.1225054599786,"FGD2","FYVE, RhoGEF and PH domain containing 2"
"ILMN_1719906",-0.669643540677328,11.2347648400722,-10.0220701853545,2.55413854025607e-19,5.22201519968481e-18,33.1168842043306,"HADH","hydroxyacyl-CoA dehydrogenase"
"ILMN_2406084",0.520919770111667,6.85378086723711,10.0194445598063,2.59925778201892e-19,5.31196631424696e-18,33.0995531054782,"ITGA11","integrin subunit alpha 11"
"ILMN_1723895",0.500835348214115,8.07691075046907,10.0160057212831,2.65955364583018e-19,5.4328419832099e-18,33.0768563512485,"GTF3C5","general transcription factor IIIC subunit 5"
"ILMN_1789436",-0.621106105488176,9.29184317893299,-10.0109315612623,2.75107496360637e-19,5.6173719787973e-18,33.0433707563358,"DENND1B","DENN domain containing 1B"
"ILMN_1678165",0.60300833865568,10.3699458917062,10.0103717977226,2.7613613494225e-19,5.63594208952051e-18,33.0396770704243,"LSM7","LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated"
"ILMN_2319825",0.431730265481194,7.660687057,10.0072804206227,2.81886290405851e-19,5.75082082540669e-18,33.0192793159295,"ACYP1","acylphosphatase 1"
"ILMN_1683923",-1.0286291420626,7.36859525759794,-10.0071548574986,2.82122348112613e-19,5.75315474007998e-18,33.0184508579859,"MT1H","metallothionein 1H"
"ILMN_1709483",0.332630438556328,7.22604148865979,10.0029166181575,2.90206681596647e-19,5.91546291926959e-18,32.9904891347767,"MRE11","MRE11 double strand break repair nuclease"
"ILMN_1684210",-0.462763860301813,8.49714943240722,-10.0025583050453,2.90900635570326e-19,5.92705344942729e-18,32.9881253406978,"NIPAL3","NIPA like domain containing 3"
"ILMN_1696806",-0.549495154734267,7.86089235211856,-10.0005564890259,2.94808107101417e-19,6.00408069975281e-18,32.9749198390166,"CTNND1","catenin delta 1"
"ILMN_1696806",-0.549495154734267,7.86089235211856,-10.0005564890259,2.94808107101417e-19,6.00408069975281e-18,32.9749198390166,"TMX2-CTNND1","TMX2-CTNND1 readthrough (NMD candidate)"
"ILMN_1756550",0.582378581194257,7.60107740723196,9.99971737793962,2.96461521504732e-19,6.0351551235294e-18,32.9693846723615,"NUP62CL","nucleoporin 62 C-terminal like"
"ILMN_1777564",1.02789345745776,8.98380743563402,9.99931964596738,2.97248448269487e-19,6.04857104933908e-18,32.9667610987625,"MAD2L1","mitotic arrest deficient 2 like 1"
"ILMN_1900998",-0.376419772600958,7.83257303721649,-9.9984762528746,2.98924017641762e-19,6.08005023409845e-18,32.9611979040276,NA,NA
"ILMN_3211079",0.399552256314792,13.5145601368041,9.99697983305763,3.01920129128448e-19,6.13835034672585e-18,32.9513275758093,"RPS2","ribosomal protein S2"
"ILMN_1749821",0.350455889058718,9.24724850461856,9.99683299986346,3.02215722262595e-19,6.14171959853808e-18,32.9503590948333,"MED28","mediator complex subunit 28"
"ILMN_2201580",-1.22545327349861,9.88163360521134,-9.99356641467615,3.08866766394617e-19,6.27418787921024e-18,32.9288145482975,"GSTM1","glutathione S-transferase mu 1"
"ILMN_2201580",-1.22545327349861,9.88163360521134,-9.99356641467615,3.08866766394617e-19,6.27418787921024e-18,32.9288145482975,"GSTM2","glutathione S-transferase mu 2"
"ILMN_3299478",0.464095916356975,12.1197578078351,9.99340827361938,3.09192427105119e-19,6.2781064310009e-18,32.9277715960166,"RPS15","ribosomal protein S15"
"ILMN_2397627",0.398695523777226,8.11614742741753,9.9922844236579,3.11516644174536e-19,6.32258459356816e-18,32.9203598708066,"UPF3B","UPF3B regulator of nonsense mediated mRNA decay"
"ILMN_1808537",-0.572277317664109,7.23647842497938,-9.9900308839037,3.16229686815203e-19,6.41548772607935e-18,32.9054987031933,"LRRC66","leucine rich repeat containing 66"
"ILMN_2048414",-1.73072616885015,8.11188243534536,-9.98885529054003,3.18716421054265e-19,6.46316447326595e-18,32.8977465704935,"UGT2B15","UDP glucuronosyltransferase family 2 member B15"
"ILMN_1695868",0.49030238565679,10.6498683883711,9.98847314627558,3.19528956204794e-19,6.4768642687204e-18,32.8952266857573,"TOMM6","translocase of outer mitochondrial membrane 6"
"ILMN_3251346",0.257985954655124,6.65676707426804,9.98779490342503,3.20976152637736e-19,6.50341142169603e-18,32.8907543825458,"NOX4","NADPH oxidase 4"
"ILMN_1788810",0.371639354470643,7.91673818962887,9.98718270585207,3.22288027127051e-19,6.52719520464164e-18,32.886717661717,"NAA25","N-alpha-acetyltransferase 25, NatB auxiliary subunit"
"ILMN_1749410",0.44768357924354,8.8677988597268,9.98447681697267,3.28150686655975e-19,6.64308474827101e-18,32.8688764574809,"PKP4","plakophilin 4"
"ILMN_1704353",-0.616898617885562,8.62042327786082,-9.98416230132603,3.28838975694821e-19,6.65298263249888e-18,32.8668028067807,"IGSF3","immunoglobulin superfamily member 3"
"ILMN_1842286",-0.850493132186704,7.42431717754639,-9.98412487050272,3.28920985298845e-19,6.65298263249888e-18,32.8665560209079,NA,NA
"ILMN_1755335",0.341843738129091,6.78095883585052,9.98179390367464,3.34068365262768e-19,6.75420820576156e-18,32.8511882584298,"SAXO5","stabilizer of axonemal microtubules 5"
"ILMN_1795835",-0.5645447546428,8.14942704668557,-9.98167151681663,3.34340831896968e-19,6.75682817966138e-18,32.8503814092346,"ATP2B1-AS1","ATP2B1 antisense RNA 1"
"ILMN_2043452",0.419210767361855,7.84368683499485,9.98021553504368,3.37599265219633e-19,6.81976473824709e-18,32.840782926122,"FANCE","FA complementation group E"
"ILMN_1740269",-0.448361836426903,7.34744974464948,-9.9796814237814,3.38802495173066e-19,6.8411485895535e-18,32.8372619374075,"WNT2B","Wnt family member 2B"
"ILMN_1791302",-0.518456335713726,7.03932314529381,-9.97910158634249,3.40113568798329e-19,6.86469085295474e-18,32.8334395786986,"EFHC2","EF-hand domain containing 2"
"ILMN_1783131",-0.684799336032305,7.64764769519072,-9.97859037269698,3.41273665246721e-19,6.88516707743918e-18,32.8300696549659,"SAMD13","sterile alpha motif domain containing 13"
"ILMN_2403889",0.467502249787884,8.89484655933505,9.97443943097442,3.50840405224074e-19,7.07515682859125e-18,32.802708654443,"PRMT5","protein arginine methyltransferase 5"
"ILMN_3179038",-0.838346587070046,7.49180742460825,-9.97355197368652,3.52920126538497e-19,7.11406342029221e-18,32.796859435599,NA,NA
"ILMN_1685156",-0.585263903840053,8.77045955099485,-9.97198912895596,3.56612470127205e-19,7.18542978794867e-18,32.7865591505759,"ADCY6","adenylate cyclase 6"
"ILMN_1713829",0.628919404083583,7.28385092251031,9.9716722312779,3.57365841872585e-19,7.19754287144571e-18,32.7844706268175,"PTGES","prostaglandin E synthase"
"ILMN_1875380",0.604895073596619,6.88066145620619,9.97154858836285,3.57660211892052e-19,7.20040503208819e-18,32.7836557601744,NA,NA
"ILMN_1779410",-0.466610409620935,7.12260603898454,-9.96814449209458,3.6586019918388e-19,7.3623526891088e-18,32.7612223841955,"VAPA","VAMP associated protein A"
"ILMN_1715068",1.06802281769441,7.22727447686083,9.96664527078382,3.69530714878299e-19,7.43305295899395e-18,32.7513431229799,"AQP9","aquaporin 9"
"ILMN_1682894",0.363686090684761,7.02454300532474,9.96628824181612,3.7041021253054e-19,7.4475760844257e-18,32.7489905166255,"TMEM191C","transmembrane protein 191C"
"ILMN_1682894",0.363686090684761,7.02454300532474,9.96628824181612,3.7041021253054e-19,7.4475760844257e-18,32.7489905166255,"TMEM191B","transmembrane protein 191B"
"ILMN_1663541",0.467669237591855,8.42763391757216,9.96492585859434,3.73785466370006e-19,7.5122459433224e-18,32.7400134771574,"B4GALT7","beta-1,4-galactosyltransferase 7"
"ILMN_1682736",0.336193525834946,7.9083017505,9.96161494309397,3.82116288353313e-19,7.6764143059593e-18,32.7181987689578,"BRD7P3","bromodomain containing 7 pseudogene 3"
"ILMN_2218277",0.582910832977021,12.5167443054124,9.961175966048,3.83234616358095e-19,7.69561146818443e-18,32.7153066443723,"RPS2","ribosomal protein S2"
"ILMN_1745034",0.747737797850263,9.62608390114949,9.96068640797794,3.84485646473553e-19,7.71745595150013e-18,32.7120813234993,"SLC11A2","solute carrier family 11 member 2"
"ILMN_1722798",-0.655606310652571,7.77116852554124,-9.95759159389932,3.9248883549296e-19,7.87475478594064e-18,32.6916931519709,"PLCD3","phospholipase C delta 3"
"ILMN_1660519",-0.939696678980792,8.47036779960825,-9.95680110576469,3.94559487107004e-19,7.91294238561927e-18,32.6864858596557,"C3orf70","chromosome 3 open reading frame 70"
"ILMN_2286334",0.389015369003003,8.23948825851546,9.95623449490093,3.96050388339068e-19,7.93947556784846e-18,32.6827534266269,"U2SURP","U2 snRNP associated SURP domain containing"
"ILMN_1718853",-0.543299942780207,10.5528885299124,-9.95540126430014,3.98253028079874e-19,7.9802481770751e-18,32.6772648142401,"UQCRC2","ubiquinol-cytochrome c reductase core protein 2"
"ILMN_1664292",-0.527035073147184,7.50101903378866,-9.95528080214502,3.98572476266146e-19,7.98326658306906e-18,32.676471324498,"ZNF415","zinc finger protein 415"
"ILMN_3239284",0.37804849331502,7.13711951343814,9.95170116317977,4.08182451472589e-19,8.17228964019421e-18,32.6528934824879,"B9D1","B9 domain containing 1"
"ILMN_1766914",-1.30305463010933,10.0887739007371,-9.94710046459425,4.20873013882258e-19,8.42280356601438e-18,32.6225942679231,"MFAP4","microfibril associated protein 4"
"ILMN_2131293",0.553374406378286,7.1110503534433,9.94431827580832,4.2873716845622e-19,8.57655697812802e-18,32.6042735514118,"ALG1L1P","ALG1 like 1, pseudogene"
"ILMN_1805064",-1.22260861867055,8.83336710033505,-9.93963860937404,4.42296015731486e-19,8.84405014120169e-18,32.5734616575677,"SCARNA9","small Cajal body-specific RNA 9"
"ILMN_1658995",0.519023799927071,8.37916715310825,9.9390393901153,4.44062735413093e-19,8.87562415793963e-18,32.5695166106295,"ACOT9","acyl-CoA thioesterase 9"
"ILMN_1726786",-0.602598336307246,9.11100955568041,-9.9384133612317,4.45916002832392e-19,8.90890062270547e-18,32.5653951403798,"TNRC6B","trinucleotide repeat containing adaptor 6B"
"ILMN_1669635",0.417130841412803,9.04909864429897,9.9379129949107,4.47402798592719e-19,8.9310588203671e-18,32.5621010315129,"NUP85","nucleoporin 85"
"ILMN_1809417",0.465752639134418,7.61342831925773,9.93794593895681,4.47304756611577e-19,8.9310588203671e-18,32.562317913522,"LRFN4","leucine rich repeat and fibronectin type III domain containing 4"
"ILMN_1686370",-0.275552379468196,6.98410225801546,-9.93737782899575,4.48998459758554e-19,8.95912960421182e-18,32.5585778822746,"PHYKPL","5-phosphohydroxy-L-lysine phospho-lyase"
"ILMN_1811049",-0.763871692350865,7.58564828947938,-9.93730230460337,4.49224100401571e-19,8.95985141627595e-18,32.5580806886638,"POU2AF1","POU class 2 homeobox associating factor 1"
"ILMN_3188106",0.69401425009935,7.79925575053093,9.93526182768928,4.55363239548742e-19,9.07846863333053e-18,32.5446482429026,"CYTH2","cytohesin 2"
"ILMN_1803312",0.441981186648242,9.79698791278351,9.93395858606977,4.59327902048594e-19,9.15365212299959e-18,32.536069477085,"DIMT1","DIM1 rRNA methyltransferase and ribosome maturation factor"
"ILMN_2392803",0.597351796705405,6.91497486088144,9.93117736040611,4.67904091493677e-19,9.32063373493512e-18,32.5177628925746,"COL11A1","collagen type XI alpha 1 chain"
"ILMN_1815057",0.958674201654459,9.70795800396392,9.92921474397742,4.74051754584153e-19,9.43911893654089e-18,32.5048455528926,"PDGFRB","platelet derived growth factor receptor beta"
"ILMN_2200331",0.450112996214674,7.54425631529897,9.92904871614725,4.74575490532258e-19,9.44557026400273e-18,32.5037528463964,"H2AX","H2A.X variant histone"
"ILMN_1811433",0.572414193572754,7.50368624835567,9.92612721230221,4.83886199168598e-19,9.62683145085528e-18,32.4845260335418,"RPL8","ribosomal protein L8"
"ILMN_1664016",-0.443555247433229,10.3890853180206,-9.92572127208478,4.85194219282523e-19,9.6447392307148e-18,32.4818546304982,"ARHGEF18","Rho/Rac guanine nucleotide exchange factor 18"
"ILMN_1693145",0.400883339144196,11.1650211443814,9.92573523954776,4.85149154931308e-19,9.6447392307148e-18,32.4819465467055,"BUB3","BUB3 mitotic checkpoint protein"
"ILMN_1735463",-0.257514606695861,6.91256940733505,-9.92554940912623,4.85749055743467e-19,9.65171127987754e-18,32.480723648903,"EXD3","exonuclease 3'-5' domain containing 3"
"ILMN_1776147",0.373838331021865,9.13612387840206,9.92286592960756,4.9449467374125e-19,9.82135788375628e-18,32.4630652486887,"CFAP298","cilia and flagella associated protein 298"
"ILMN_3249748",0.478473991111112,12.991935508866,9.92198245093861,4.97408137212005e-19,9.87507590627864e-18,32.4572519329269,"LDHA","lactate dehydrogenase A"
"ILMN_1792997",-0.560367004299026,10.8741136830825,-9.9162893366649,5.16596560751122e-19,1.02517210901891e-17,32.4197950889235,"NPTN","neuroplastin"
"ILMN_1697916",0.296060643333998,6.70038552857732,9.91387074046055,5.24969682427719e-19,1.04091472880532e-17,32.4038844672815,"LARGE2","LARGE xylosyl- and glucuronyltransferase 2"
"ILMN_2373515",0.427139313544224,13.041206575567,9.91387165541954,5.24966489458903e-19,1.04091472880532e-17,32.4038904860585,"HSP90AA1","heat shock protein 90 alpha family class A member 1"
"ILMN_2387995",0.322004675291821,6.94464233650515,9.91321828998553,5.27251493278146e-19,1.04500096886519e-17,32.3995925678232,"ANTXR1","ANTXR cell adhesion molecule 1"
"ILMN_2073758",1.69987205760495,9.35825729269588,9.91127822678195,5.34094945207392e-19,1.05812107075231e-17,32.3868311344417,"MMP12","matrix metallopeptidase 12"
"ILMN_1740291",0.604878834868352,7.88957409586082,9.9102900023085,5.37614758131766e-19,1.06464832127518e-17,32.3803310592398,"POLQ","DNA polymerase theta"
"ILMN_2401769",0.387819395842159,8.14026458175258,9.90926455038918,5.41291575881038e-19,1.07148089675238e-17,32.3735863417113,"PHF14","PHD finger protein 14"
"ILMN_1723909",-0.277119361905872,6.85269044001031,-9.90874283697987,5.43171804745956e-19,1.07475291407683e-17,32.3701549565986,"RPL21P44","ribosomal protein L21 pseudogene 44"
"ILMN_2127379",-0.355442022542679,7.16707433908763,-9.89605875464959,5.90939279990771e-19,1.16877952951751e-17,32.2867479650336,"ST6GALNAC3","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3"
"ILMN_2109526",0.302004507715623,7.18879101362887,9.89350247170476,6.01060801240437e-19,1.18830122452593e-17,32.2699427701622,"CSNK2A3","casein kinase 2 alpha 3"
"ILMN_1692620",0.386025672887886,8.81624508035567,9.89295803219349,6.03238679288362e-19,1.19210853086279e-17,32.2663637669229,"ZNF263","zinc finger protein 263"
"ILMN_1766916",0.409014041036301,8.2395673323299,9.89237014359896,6.05599183149241e-19,1.19627340731527e-17,32.2624992128422,"RPAP3","RNA polymerase II associated protein 3"
"ILMN_1664034",0.267509454729387,7.07043703489175,9.89110014097919,6.10729954513315e-19,1.20590478283652e-17,32.2541509584469,"ZNF485","zinc finger protein 485"
"ILMN_2404135",-0.830517853471855,9.40355514719588,-9.88924621726015,6.18297519595843e-19,1.22033763362635e-17,32.2419649759249,"RIOK3","RIO kinase 3"
"ILMN_1802627",0.454389740870798,7.39582837730412,9.88796214317125,6.23593639004673e-19,1.23027714595457e-17,32.2335250955454,"PSMG3","proteasome assembly chaperone 3"
"ILMN_1783333",0.382455526623595,10.5067821128557,9.8872668436535,6.26480195676607e-19,1.23545656603615e-17,32.2289552244549,"CMC2","C-X9-C motif containing 2"
"ILMN_1738093",0.502534687614387,7.13629396636082,9.88582582813738,6.32505023583031e-19,1.2468179476966e-17,32.2194844529379,"RNFT2","ring finger protein, transmembrane 2"
"ILMN_1707491",-0.390482781388388,6.90054661557732,-9.88421544805222,6.39306210733688e-19,1.25969961273317e-17,32.208901101881,"FAM30A","family with sequence similarity 30 member A"
"ILMN_1709257",0.616910004880896,6.87041487336082,9.88403327306566,6.4008016620713e-19,1.26069933610725e-17,32.2077038908995,"RIPPLY3","ripply transcriptional repressor 3"
"ILMN_1693941",-0.537828322286488,7.32518017192268,-9.88382864928104,6.40950605572256e-19,1.26188818224446e-17,32.2063591603177,"IGSF9","immunoglobulin superfamily member 9"
"ILMN_2055330",0.405760804857594,6.65358229231959,9.88026885945579,6.56283339298361e-19,1.29153720829877e-17,32.1829666683766,"KIF26B","kinesin family member 26B"
"ILMN_1676026",0.54097879977223,8.95592359006186,9.87939973059534,6.60081962579331e-19,1.29847237979936e-17,32.1772557694631,"MRPS26","mitochondrial ribosomal protein S26"
"ILMN_2381121",0.429923074277164,7.5995507997268,9.87700270937371,6.70672182782009e-19,1.31875623799423e-17,32.1615061999546,"UQCC1","ubiquinol-cytochrome c reductase complex assembly factor 1"
"ILMN_1807042",-0.539816067748921,12.0666621404639,-9.87594511956099,6.75398295112978e-19,1.32749731404376e-17,32.1545577296651,"MARCKS","myristoylated alanine rich protein kinase C substrate"
"ILMN_1800390",0.590267084968588,9.49933034259794,9.875856358434,6.75796451462737e-19,1.32772805108736e-17,32.153974571313,"ZNF511","zinc finger protein 511"
"ILMN_1777721",0.511405930478414,10.8735320545361,9.87558745997433,6.77004077345706e-19,1.3295482897707e-17,32.1522079257334,"MAPRE1","microtubule associated protein RP/EB family member 1"
"ILMN_1782247",0.663854078452543,9.16077980928351,9.8737412987536,6.85353399165048e-19,1.34538656066895e-17,32.1400791907866,"KAT2A","lysine acetyltransferase 2A"
"ILMN_3276990",0.452854806764345,12.7069630683505,9.86636111747911,7.19766686364914e-19,1.41235546050609e-17,32.0916010036256,"RPSA","ribosomal protein SA"
"ILMN_3276990",0.452854806764345,12.7069630683505,9.86636111747911,7.19766686364914e-19,1.41235546050609e-17,32.0916010036256,"RPSA2","ribosomal protein SA 2"
"ILMN_3276990",0.452854806764345,12.7069630683505,9.86636111747911,7.19766686364914e-19,1.41235546050609e-17,32.0916010036256,"RPSAP9","ribosomal protein SA pseudogene 9"
"ILMN_1694084",-0.473262191406361,9.96726783697938,-9.86333350362653,7.34376815697064e-19,1.44042636309889e-17,32.0717169627434,"CYTH1","cytohesin 1"
"ILMN_2131861",-0.831035808430132,9.41748927801546,-9.86228143456059,7.39522499712194e-19,1.4499178694606e-17,32.064807903702,"SOCS2","suppressor of cytokine signaling 2"
"ILMN_1898518",-0.863411814419472,7.50351101941753,-9.86217537914074,7.40043204930939e-19,1.45033747041791e-17,32.0641114389551,"GFRA1","GDNF family receptor alpha 1"
"ILMN_2106902",-0.659634585996784,10.5266193361495,-9.85382198120562,7.82223455087621e-19,1.53236732357471e-17,32.0092625108281,"FOXN3","forkhead box N3"
"ILMN_2331082",-0.970711011482184,9.21054666528351,-9.85319563371521,7.8548094637714e-19,1.53811155089751e-17,32.0051504912674,"MS4A7","membrane spanning 4-domains A7"
"ILMN_1654319",0.445717284968921,6.81127126886082,9.85205871824342,7.9142831680597e-19,1.54911610520506e-17,31.9976867736624,"HAPLN3","hyaluronan and proteoglycan link protein 3"
"ILMN_1677636",1.33778571811488,7.05981280948969,9.8499677772829,8.02483576213042e-19,1.570105433145e-17,31.9839607312788,"COMP","cartilage oligomeric matrix protein"
"ILMN_3182102",-1.09523428598012,7.79760444700515,-9.84819957318722,8.11952296725326e-19,1.58797452903808e-17,31.9723540543847,"MUC12","mucin 12, cell surface associated"
"ILMN_1689908",-0.411529700229879,9.76333565680928,-9.84623481740934,8.22604011291699e-19,1.60814153344293e-17,31.9594579983298,"ANKRD13A","ankyrin repeat domain 13A"
"ILMN_1674661",-0.595650185445333,10.891974247933,-9.84563942475996,8.25859240873259e-19,1.61383816119407e-17,31.9555501907976,"CIRBP","cold inducible RNA binding protein"
"ILMN_1682494",0.433449591713836,7.69454380323711,9.84469142991883,8.31068751363748e-19,1.62334742883072e-17,31.9493282707137,"RSRC1","arginine and serine rich coiled-coil 1"
"ILMN_3204434",0.266201497251308,6.63769391398454,9.84106364229965,8.51308317898966e-19,1.66219530773915e-17,31.9255200490976,"CRIPTO","cripto, EGF-CFC family member"
"ILMN_3204434",0.266201497251308,6.63769391398454,9.84106364229965,8.51308317898966e-19,1.66219530773915e-17,31.9255200490976,"CRIPTO3","cripto, EGF-CFC family member 3"
"ILMN_1723418",1.58849529086658,7.67712246470619,9.84060666449773,8.53892355629125e-19,1.66655259998767e-17,31.9225212289938,"CEL","carboxyl ester lipase"
"ILMN_3302484",0.2945876808971,7.09837811451546,9.8372404682041,8.73168987754209e-19,1.70347200622511e-17,31.9004326978805,"SLX9","SLX9 ribosome biogenesis factor"
"ILMN_1751743",0.390853565228771,7.45440846224742,9.82964330696426,9.18280749340203e-19,1.79074212933188e-17,31.8505903385683,"XRCC1","X-ray repair cross complementing 1"
"ILMN_1761946",-1.19107541054356,8.75479553164433,-9.82848676521047,9.25348763612163e-19,1.8037816583355e-17,31.8430037860546,"PROM2","prominin 2"
"ILMN_2085236",-0.521417426108226,7.53964608443814,-9.82729931702642,9.32661987251907e-19,1.81728823144387e-17,31.835214805216,"SNX24","sorting nexin 24"
"ILMN_1762713",0.406832145785101,6.69780951835052,9.8233112440412,9.5764717849018e-19,1.86520325662276e-17,31.8090576148494,"MCEMP1","mast cell expressed membrane protein 1"
"ILMN_1668345",-0.638636704743703,10.4643811522371,-9.8232305437343,9.58159580060428e-19,1.86543295763926e-17,31.8085283496861,"OAF","out at first homolog"
"ILMN_1808202",0.480174411346443,9.92120105138144,9.82294562824679,9.59970816188641e-19,1.86819011924119e-17,31.8066597705534,"R3HDM4","R3H domain containing 4"
"ILMN_1801939",0.861520857504171,8.92112104332474,9.82223612176656,9.64496039946482e-19,1.87622450551498e-17,31.8020066479281,"CCNB2","cyclin B2"
"ILMN_3296979",0.453668470600507,12.7339127327835,9.82189150149182,9.66701677017631e-19,1.8797418711416e-17,31.7997465814699,"RPS10","ribosomal protein S10"
"ILMN_3296979",0.453668470600507,12.7339127327835,9.82189150149182,9.66701677017631e-19,1.8797418711416e-17,31.7997465814699,"RPS10-NUDT3","RPS10-NUDT3 readthrough"
"ILMN_1688749",0.331871514232425,13.7271763348454,9.82160273307566,9.68553715847347e-19,1.88256905969671e-17,31.7978528193665,"RPS2","ribosomal protein S2"
"ILMN_2189675",-0.850681681896885,7.53221874878866,-9.81872336563649,9.8721499699475e-19,1.91805247361881e-17,31.7789707527157,"HRCT1","histidine rich carboxyl terminus 1"
"ILMN_1656378",-0.388983378426243,8.34595555918557,-9.81480604639201,1.01317905287695e-18,1.96768942137787e-17,31.7532850538714,"NMT2","N-myristoyltransferase 2"
"ILMN_1656807",0.433370369517146,12.9924322298969,9.81316124622154,1.02428234079767e-18,1.98843644894588e-17,31.7425011852773,"RPL27","ribosomal protein L27"
"ILMN_1713993",0.613503897441898,9.29904701626804,9.81112156139286,1.03821963012252e-18,2.01466583128823e-17,31.7291291552939,"UBAC2","UBA domain containing 2"
"ILMN_2198239",-0.772484374060489,7.78630945131443,-9.80954295338352,1.04913576255347e-18,2.03501354434593e-17,31.7187805486424,"HGD","homogentisate 1,2-dioxygenase"
